,Word,Pronunciations
96766,rotert,/ˈɹɑtɝt/
96767,roth,/ˈɹɔθ/
96768,roth's,/ˈɹɑθs/
96769,rothacker,/ˈɹɔθəkɝ/
96770,rothbard,/ˈɹɔθbɝd/
96771,rothbart,/ˈɹɔθˌbɑɹt/
96772,rothbauer,/ˈɹɔθbaʊɝ/
96773,rothberg,/ˈɹɔθbɝɡ/
96774,rothchild,/ˈɹɔθˌtʃaɪɫd/
96775,rothe,/ˈɹoʊð/
96776,rothenberg,/ˈɹɔθənbɝɡ/
96777,rothenberger,/ˈɹɔθənbɝɡɝ/
96778,rother,/ˈɹɔθɝ/
96779,rothermel,/ˈɹɑθɝməɫ/
96780,rothert,/ˈɹɑθɝt/
96781,rothery,/ˈɹɑθɝi/
96782,rothfuss,/ˈɹɔθfəs/
96783,rothgeb,/ˈɹɔθɡɪb/
96784,rothkopf,"/ˈɹɔθkɔf/, /ˈɹɔθkɔpf/"
96785,rothlisberger,/ˈɹɔθɫɪsbɝɡɝ/
96786,rothman,/ˈɹɔθmən/
96787,rothmans,/ˈɹɔθmənz/
96788,rothmans's,/ˈɹɔθmənzɪz/
96789,rothmeier,/ˈɹɔθˌmaɪɹ/
96790,rothrock,/ˈɹɔθɹək/
96791,roths,/ˈɹɔθs/
96792,rothschild,/ˈɹɔθsˌtʃaɪɫd/
96793,rothschild's,/ˈɹɔθˌtʃaɪɫdz/
96794,rothschilds,/ˈɹɔθˌtʃaɪɫdz/
96795,rothstein,"/ˈɹɔθstaɪn/, /ˈɹɔθstin/"
96796,rothwax,/ˈɹɔθˌwæks/
96797,rothweiler,/ˈɹɔθˌwaɪɫɝ/
96798,rothwell,/ˈɹɔθˌwɛɫ/
96799,rothwells,/ˈɹɔθˌwɛɫz/
96800,roti,/ˈɹoʊti/
96801,rotisserie,/ˌɹoʊˈtɪsɝi/
96802,rotman,/ˈɹɑtmən/
96803,roto,/ˈɹoʊtoʊ/
96804,rotolo,/ɹoʊˈtoʊɫoʊ/
96805,rotondi,/ɹoʊˈtoʊndi/
96806,rotondo,/ɹoʊˈtoʊndoʊ/
96807,rotor,/ˈɹoʊtɝ/
96808,rotors,/ˈɹoʊtɝz/
96809,rototill,"/ˈɹoʊtəˌtɪɫ/, /ˈɹoʊtoʊˌtɪɫ/"
96810,rototilled,"/ˈɹoʊtəˌtɪɫd/, /ˈɹoʊtoʊˌtɪɫd/"
96811,rototiller,"/ˈɹoʊtəˌtɪɫɝ/, /ˈɹoʊtoʊˌtɪɫɝ/"
96812,rototilles,"/ˈɹoʊtəˌtɪɫz/, /ˈɹoʊtoʊˌtɪɫz/"
96813,rototilling,"/ˈɹoʊtəˌtɪɫɪŋ/, /ˈɹoʊtoʊˌtɪɫɪŋ/"
96814,rotramel,/ˈɹɑtɹəməɫ/
96815,rotruck,/ˈɹɑtɹək/
96816,rots,/ˈɹɑts/
96817,rott,/ˈɹɑt/
96818,rotted,/ˈɹɑtɪd/
96819,rotten,/ˈɹɑtən/
96820,rottenberg,/ˈɹɑtənbɝɡ/
96821,rotter,/ˈɹɑtɝ/
96822,rotterdam,/ˈɹɑtɝˌdæm/
96823,rotting,/ˈɹɑtɪŋ/
96824,rottinghaus,/ˈɹɑtɪŋˌhaʊs/
96825,rottler,/ˈɹɑtɫɝ/
96826,rottman,/ˈɹɑtmən/
96827,rottmann,/ˈɹɑtmən/
96828,rottweiler,/ˈɹɑtwaɪɫɝ/
96829,rottweilers,/ˈɹɑtwaɪɫɝz/
96830,rotund,/ɹoʊˈtənd/
96831,rotunda,/ɹoʊˈtəndə/
96832,rotundo,/ɹoʊˈtundoʊ/
96833,rotunno,/ɹoʊˈtunoʊ/
96834,rotz,/ˈɹɑts/
96835,roubal,/ɹuˈbæɫ/
96836,rouble,/ˈɹubəɫ/
96837,rouch,/ˈɹaʊtʃ/
96838,roudabush,/ˈɹaʊdəbʊʃ/
96839,roudebush,/ˈɹaʊdɪbʊʃ/
96840,rouge,/ˈɹuʒ/
96841,rougeau,/ɹuˈʒoʊ/
96842,rough,/ˈɹəf/
96843,rough's,/ˈɹəfs/
96844,roughed,/ˈɹəft/
96845,rougher,/ˈɹəfɝ/
96846,roughest,/ˈɹəfəst/
96847,roughing,/ˈɹəfɪŋ/
96848,roughly,/ˈɹəfɫi/
96849,roughneck,/ˈɹəfˌnɛk/
96850,roughnecks,/ˈɹəfˌnɛks/
96851,roughness,/ˈɹəfnəs/
96852,roughshod,/ˈɹəfˈʃɑd/
96853,rought,/ˈɹɔt/
96854,roughton,/ˈɹəftən/
96855,rouillard,/ɹwiˈɫɑɹd/
96856,roukema,/ˈɹukmɑ/
96857,roukos,/ˈɹukoʊs/
96858,roulac,/ˈɹuɫæk/
96859,rouleau,/ɹuˈɫoʊ/
96860,roulette,/ɹuˈɫɛt/
96861,roulette's,/ɹuˈɫɛts/
96862,roulettes,/ɹuˈɫɛts/
96863,roulhac,/ˈɹuɫhək/
96864,roulston,/ˈɹaʊɫstən/
96865,round,/ˈɹaʊnd/
96866,round's,/ˈɹaʊndz/
96867,roundabout,/ˈɹaʊndəˌbaʊt/
96868,rounded,"/ˈɹaʊndəd/, /ˈɹaʊndɪd/"
96869,rounder,/ˈɹaʊndɝ/
96870,roundhead,/ˈɹaʊndˌhɛd/
96871,roundhouse,/ˈɹaʊndˌhaʊs/
96872,rounding,/ˈɹaʊndɪŋ/
96873,roundly,/ˈɹaʊndɫi/
96874,rounds,"/ˈɹaʊndz/, /ˈɹaʊnz/"
96875,roundtable,/ˈɹaʊndˌteɪbəɫ/
96876,roundtree,/ˈɹaʊndˌtɹi/
96877,roundtrip,/ˌɹaʊndˈtɹɪp/
96878,roundup,/ˈɹaʊnˌdəp/
96879,roundworm,/ˈɹaʊndwɝm/
96880,roundworms,/ˈɹaʊndwɝmz/
96881,roundy,/ˈɹaʊndi/
96882,rounsaville,/ˈɹunsəvɪɫ/
96883,rountree,/ɹaʊnˈtɹi/
96884,roupe,/ˈɹup/
96885,rourk,/ˈɹɔɹk/
96886,rourke,/ˈɹɔɹk/
96887,rouse,"/ˈɹaʊs/, /ˈɹaʊz/"
96888,rouse's,/ˈɹaʊzɪz/
96889,roused,/ˈɹaʊzd/
96890,rouser,/ˈɹaʊzɝ/
96891,rousey,/ˈɹaʊsi/
96892,roush,/ˈɹaʊʃ/
96893,rousing,/ˈɹaʊzɪŋ/
96894,rousse,/ˈɹaʊs/
96895,rousseau,/ɹuˈsoʊ/
96896,roussel,/ɹuˈsɛɫ/
96897,rousselet,/ˈɹusəɫɛt/
96898,roussell,/ɹuˈsɛɫ/
96899,rousselle,/ˌɹuˈsɛɫ/
96900,roussin,/ɹuˈsæn/
96901,roussos,/ɹuˈsoʊz/
96902,rout,/ˈɹaʊt/
96903,route,"/ˈɹaʊt/, /ˈɹut/"
96904,routed,"/ˈɹaʊtɪd/, /ˈɹutɪd/"
96905,router,"/ˈɹaʊtɝ/, /ˈɹutɝ/"
96906,routers,"/ˈɹaʊtɝz/, /ˈɹutɝz/"
96907,routes,"/ˈɹaʊts/, /ˈɹuts/, /ˈɹʊts/"
96908,routh,/ˈɹaʊθ/
96909,routhier,/ˈɹaʊθiɝ/
96910,routier,/ˈɹuˌtiɝ/
96911,routine,/ɹuˈtin/
96912,routinely,/ɹuˈtinɫi/
96913,routines,/ɹuˈtinz/
96914,routing,"/ˈɹaʊtɪŋ/, /ˈɹutɪŋ/"
96915,routledge,/ˈɹaʊtɫɪdʒ/
96916,routon,/ˈɹaʊtən/
96917,routson,/ˈɹaʊtsən/
96918,routt,/ˈɹaʊt/
96919,routzahn,/ˈɹaʊtzən/
96920,roux,/ˈɹu/
96921,rouyn,/ˈɹuɪn/
96922,rouzer,/ˈɹaʊzɝ/
96923,rovaniemi,/ɹoʊˌvæniˈɛmi/
96924,rove,/ˈɹoʊv/
96925,roven,/ˈɹoʊvən/
96926,rover,/ˈɹoʊvɝ/
96927,rover's,/ˈɹoʊvɝz/
96928,rovers,/ˈɹoʊvɝz/
96929,roving,/ˈɹoʊvɪŋ/
96930,rovings,/ˈɹoʊvɪŋz/
96931,rovira,/ɹoʊˈvɪɹə/
96932,rovito,/ɹoʊˈvitoʊ/
96933,rovner,/ˈɹɑvnɝ/
96934,row,/ˈɹoʊ/
96935,row's,/ˈɹoʊz/
96936,rowaine,/ɹoʊˈeɪn/
96937,rowaine's,/ɹoʊˈeɪnz/
96938,rowan,/ˈɹoʊən/
96939,rowan's,/ˈɹoʊənz/
96940,rowand,/ˈɹoʊənd/
96941,rowboat,/ˈɹoʊˌboʊt/
96942,rowboats,/ˈɹoʊˌboʊts/
96943,rowbotham,/ˈɹoʊbəθæm/
96944,rowden,/ˈɹoʊdən/
96945,rowdies,/ˈɹaʊdiz/
96946,rowdiness,/ˈɹaʊdinəs/
96947,rowdy,/ˈɹaʊdi/
96948,rowe,/ˈɹoʊ/
96949,rowe's,/ˈɹoʊz/
96950,rowed,/ˈɹoʊd/
96951,rowell,/ˈɹoʊɪɫ/
96952,rowen,/ˈɹoʊən/
96953,rowena,/ɹoʊˈinə/
96954,rowenta,/ˌɹoʊˈɛntə/
96955,rower,/ˈɹoʊɝ/
96956,rowes,/ˈɹoʊz/
96957,rowin,/ˈɹoʊɪn/
96958,rowing,/ˈɹoʊɪŋ/
96959,rowinski,/ɹoʊˈɪnski/
96960,rowland,/ˈɹoʊɫənd/
96961,rowland's,/ˈɹoʊɫəndz/
96962,rowlands,/ˈɹoʊɫəndz/
96963,rowles,/ˈɹoʊɫz/
96964,rowlett,/ˈɹoʊɫɪt/
96965,rowlette,/ˌɹoʊˈɫɛt/
96966,rowley,/ˈɹoʊɫi/
96967,rowlie,/ˈɹoʊɫi/
96968,rowly,/ˈɹoʊɫi/
96969,rowney,/ˈɹoʊni/
96970,rowntree,/ˈɹoʊnˌtɹi/
96971,rowntree's,/ˈɹoʊnˌtɹiz/
96972,rowny,/ˈɹoʊni/
96973,rows,/ˈɹoʊz/
96974,rowse,/ˈɹoʊs/
96975,rowser,/ˈɹoʊzɝ/
96976,rowsey,/ˈɹoʊsi/
96977,rowson,/ˈɹoʊsən/
96978,rowton,/ˈɹoʊtən/
96979,rox,/ˈɹɑks/
96980,rox's,/ˈɹɑksɪs/
96981,roxana,/ɹɑkˈsænə/
96982,roxani,/ɹɑkˈsɑni/
96983,roxanna,/ˌɹɑkˈsænə/
96984,roxanne,"/ˈɹɑksɪn/, /ˌɹɑkˈsæn/"
96985,roxborough,/ˈɹɑksbəɹoʊ/
96986,roxbury,/ˈɹɑksˌbɛɹi/
96987,roxie,/ˈɹɑksi/
96988,roxine,/ˈɹɑksaɪn/
96989,roxy,/ˈɹɑksi/
96990,roy,/ˈɹɔɪ/
96991,roy's,/ˈɹɔɪz/
96992,royal,/ˈɹɔɪəɫ/
96993,royal's,/ˈɹɔɪəɫz/
96994,royale,/ɹɔɪˈæɫ/
96995,royalist,/ˈɹɔɪəɫɪst/
96996,royall,/ˈɹɔɪəɫ/
96997,royally,/ˈɹɔɪəɫi/
96998,royals,/ˈɹɔɪəɫz/
96999,royals',/ˈɹɔɪəɫz/
97000,royalties,/ˈɹɔɪəɫtiz/
97001,royalty,/ˈɹɔɪəɫti/
97002,roybal,/ˈɹɔɪbəɫ/
97003,royce,/ˈɹɔɪs/
97004,royce's,/ˈɹɔɪsɪz/
97005,royces,/ˈɹɔɪsɪz/
97006,roycroft,/ˈɹɔɪkɹəft/
97007,royd,/ˈɹɔɪd/
97008,royden,/ˈɹɔɪdən/
97009,roydon,/ˈɹɔɪdən/
97010,roye,/ˈɹɔɪ/
97011,royer,/ˈɹɔɪɝ/
97012,royex,/ˈɹɔɪɛks/
97013,royex's,/ˈɹɔɪɛksɪz/
97014,royko,/ˈɹɔɪkoʊ/
97015,roylance,/ˈɹɔɪɫəns/
97016,royle,/ˈɹɔɪɫ/
97017,roys,/ˈɹɔɪz/
97018,royse,/ˈɹɔɪs/
97019,royster,/ˈɹɔɪstɝ/
97020,royster's,/ˈɹɔɪstɝz/
97021,royston,/ˈɹɔɪstən/
97022,roz,/ˈɹɑz/
97023,roza,/ˈɹoʊzə/
97024,rozak,/ˈɹoʊzək/
97025,rozanski,/ɹəˈzænski/
97026,rozar,/ˈɹoʊzɝ/
97027,rozas,/ˈɹoʊzɑz/
97028,rozeboom,/ˈɹɑzɪˌbum/
97029,rozek,/ˈɹoʊzɛk/
97030,rozell,/ˈɹɑzəɫ/
97031,rozella,/ɹoʊˈzɛɫə/
97032,rozelle,/ɹəˈzɛɫ/
97033,rozema,/ɹəˈzimə/
97034,rozen,/ˈɹɑzən/
97035,rozier,/ˈɹoʊziɝ/
97036,rozman,/ˈɹɑzmən/
97037,roznowski,/ɹəzˈnɔfski/
97038,rozsa,/ˈɹoʊzsə/
97039,rozycki,/ɹəˈzɪtski/
97040,rozzell,/ˈɹɑzəɫ/
97041,rozzi,/ˈɹɑzi/
97042,rpf,/ˈɑɹˈpiˈɛf/
97043,rpm,/ˈɑɹˈpiˈɛm/
97044,rsvp,/ˈɑˈɹɛsˈviˈpi/
97045,ru,"/ˈɑɹˈju/, /ˈɹu/"
97046,rua,/ˈɹuə/
97047,ruam,/ˈɹuəm/
97048,ruane,/ɹuˈeɪn/
97049,ruano,/ɹuˈɑnoʊ/
97050,ruark,/ˈɹuɑɹk/
97051,rub,/ˈɹəb/
97052,ruback,/ˈɹuˌbæk/
97053,rubalcaba,/ɹubɑɫˈkɑbə/
97054,rubalcava,/ɹubɑɫˈkɑvə/
97055,rubano,/ɹuˈbɑnoʊ/
97056,rubbed,/ˈɹəbd/
97057,rubber,/ˈɹəbɝ/
97058,rubberize,/ˈɹəbɝˌaɪz/
97059,rubberized,/ˈɹəbɝˌaɪzd/
97060,rubbermaid,/ˈɹəbɝˌmeɪd/
97061,rubbermaid's,/ˈɹəbɝˌmeɪdz/
97062,rubbers,/ˈɹəbɝz/
97063,rubbery,/ˈɹəbɝi/
97064,rubbia,/ˈɹəbiə/
97065,rubbing,/ˈɹəbɪŋ/
97066,rubbish,/ˈɹəbɪʃ/
97067,rubble,/ˈɹəbəɫ/
97068,rubbo,/ˈɹuboʊ/
97069,rube,/ˈɹub/
97070,rubeck,/ˈɹuˌbɛk/
97071,rubel,/ˈɹubəɫ/
97072,rubell,/ˈɹubəɫ/
97073,rubella,/ɹuˈbɛɫə/
97074,ruben,/ˈɹubən/
97075,rubendall,/ˈɹəbɪndəɫ/
97076,rubenfeld,/ˈɹəbɪnfɛɫd/
97077,rubens,/ˈɹubənz/
97078,rubenstein,"/ˈɹubənstaɪn/, /ˈɹubənstin/"
97079,ruberg,/ˈɹubɝɡ/
97080,rubert,/ˈɹubɝt/
97081,ruberto,/ɹuˈbɛɹtoʊ/
97082,rubey,/ˈɹubi/
97083,rubi,/ˈɹubi/
97084,rubia,/ˈɹubiə/
97085,rubicam,/ˈɹubɪkəm/
97086,rubicam's,/ˈɹubɪkəmz/
97087,rubicon,/ˈɹubɪkɔn/
97088,rubie,/ˈɹubi/
97089,rubies,/ˈɹubiz/
97090,rubik,/ˈɹubɪk/
97091,rubik's,/ˈɹubɪks/
97092,rubin,/ˈɹubɪn/
97093,rubin's,/ˈɹubɪnz/
97094,rubina,/ɹuˈbinə/
97095,rubino,/ɹuˈbinoʊ/
97096,rubinson,/ˈɹəbɪnsən/
97097,rubinstein,"/ˈɹubɪnˌstaɪn/, /ˈɹubɪnˌstin/"
97098,rubio,/ˈɹubioʊ/
97099,rubios,/ˈɹubioʊz/
97100,rubis,/ˈɹubɪs/
97101,ruble,/ˈɹubəɫ/
97102,ruble's,/ˈɹubəɫz/
97103,rubles,/ˈɹubəɫz/
97104,rubley,/ˈɹəbɫi/
97105,rubloff,/ˈɹəbɫɔf/
97106,rubottom,/ˈɹəbətɑm/
97107,rubout,/ˈɹəˌbaʊt/
97108,rubric,/ˈɹubɹɪk/
97109,rubright,/ˈɹəˌbɹaɪt/
97110,rubs,/ˈɹəbz/
97111,ruby,/ˈɹubi/
97112,ruby's,/ˈɹubiz/
97113,rucci,/ˈɹutʃi/
97114,ruch,/ˈɹətʃ/
97115,ruchlamer,/ˈɹukɫəmɝ/
97116,ruchti,/ˈɹukti/
97117,rucinski,/ɹəˈtʃɪnski/
97118,ruck,/ˈɹək/
97119,ruckel,/ˈɹəkəɫ/
97120,ruckelshaus,/ˈɹəkəɫzˌhaʊs/
97121,rucker,/ˈɹəkɝ/
97122,ruckert,/ˈɹəkɝt/
97123,rucki,/ˈɹəki/
97124,ruckle,/ˈɹəkəɫ/
97125,ruckman,/ˈɹəkmən/
97126,rucks,/ˈɹəks/
97127,rucksack,/ˈɹəkˌsæk/
97128,ruckus,/ˈɹəkəs/
97129,rud,/ˈɹəd/
97130,ruda,/ˈɹudə/
97131,rudani,/ɹuˈdɑni/
97132,rudasill,/ˈɹədəsɪɫ/
97133,rudd,/ˈɹəd/
97134,ruddell,/ˈɹədəɫ/
97135,rudden,/ˈɹədən/
97136,rudder,/ˈɹədɝ/
97137,rudderless,/ˈɹədɝɫəs/
97138,ruddick,/ˈɹədɪk/
97139,ruddle,/ˈɹədəɫ/
97140,ruddock,/ˈɹədək/
97141,ruddy,/ˈɹədi/
97142,rude,/ˈɹud/
97143,rudeen,/ˈɹədin/
97144,rudel,/ˈɹudəɫ/
97145,rudell,/ˈɹədəɫ/
97146,rudelle,/ɹəˈdɛɫ/
97147,rudely,/ˈɹudɫi/
97148,ruden,/ˈɹudən/
97149,rudeness,/ˈɹudnəs/
97150,rudenstein,"/ˈɹudɪnstaɪn/, /ˈɹudɪnstin/"
97151,rudenstine,/ˈɹudənzˌtaɪn/
97152,ruder,/ˈɹudɝ/
97153,ruder's,/ˈɹudɝz/
97154,ruderman,/ˈɹudɝmən/
97155,rudesill,/ˈɹədɪsəɫ/
97156,rudest,/ˈɹudəst/
97157,rudge,/ˈɹədʒ/
97158,rudi,/ˈɹudi/
97159,rudi's,/ˈɹudiz/
97160,rudich,"/ˈɹədɪk/, /ˈɹudɪk/"
97161,rudicker,/ˈɹədɪkɝ/
97162,rudie,/ˈɹudi/
97163,rudiger,/ˈɹədɪɡɝ/
97164,rudiment,/ˈɹudɪmənt/
97165,rudimentary,/ˌɹudəˈmɛntɝi/
97166,rudiments,/ˈɹudɪmənts/
97167,rudin,/ˈɹudɪn/
97168,ruding,/ˈɹudɪŋ/
97169,rudis,/ˈɹudiz/
97170,rudisill,/ˈɹədɪsɪɫ/
97171,rudkin,/ˈɹədkɪn/
97172,rudloff,/ˈɹədɫɔf/
97173,rudman,/ˈɹədmən/
97174,rudman's,/ˈɹədmənz/
97175,rudner,/ˈɹədnɝ/
97176,rudnet,/ˈɹədˌnɛt/
97177,rudnick,/ˈɹədnɪk/
97178,rudnicki,/ɹədˈnɪki/
97179,rudnicky,/ɹədˈnɪki/
97180,rudnik,/ˈɹədnɪk/
97181,rudolf,"/ˈɹuˌdɑf/, /ˈɹuˌdɑɫf/"
97182,rudolph,"/ˈɹudɔf/, /ˈɹudɔɫf/"
97183,rudow,/ˈɹudoʊ/
97184,rudy,/ˈɹudi/
97185,rudy's,/ˈɹudiz/
97186,rudyard,/ˈɹədjɝd/
97187,rudzinski,/ɹəˈdʒɪnski/
97188,rue,/ˈɹu/
97189,rueb,/ˈɹub/
97190,ruebel,/ˈɹubəɫ/
97191,rueckert,/ˈɹukɝt/
97192,rueda,/ɹuˈɛdə/
97193,ruediger,/ˈɹudɪɡɝ/
97194,ruedlinger,/ˈɹudɫɪŋɝ/
97195,ruedy,/ˈɹudi/
97196,ruef,/ˈɹuf/
97197,rueff,/ˈɹuf/
97198,rueful,/ˈɹufəɫ/
97199,ruefully,/ˈɹufəɫi/
97200,rueger,/ˈɹʊɡɝ/
97201,ruegg,/ˈɹuɡ/
97202,ruegsegger,/ˈɹʊɡsɪɡɝ/
97203,ruehl,/ˈɹʊɫ/
97204,ruehle,/ˈɹuhəɫ/
97205,ruel,/ˈɹuɫ/
97206,ruelas,/ˈɹuɫəz/
97207,ruella,/ˌɹuˈɛɫə/
97208,ruelle,/ˌɹuˈɛɫ/
97209,rues,/ˈɹuz/
97210,ruesch,/ˈɹuʃ/
97211,ruess,/ˈɹus/
97212,ruest,/ˈɹust/
97213,rueter,/ˈɹutɝ/
97214,rueth,/ˈɹuθ/
97215,ruether,/ˈɹuθɝ/
97216,ruetz,/ˈɹuts/
97217,ruf,/ˈɹəf/
97218,rufe,/ˈɹuf/
97219,rufenacht,/ˈɹufənɑkt/
97220,rufener,/ˈɹəfinɝ/
97221,rufer,/ˈɹufɝ/
97222,ruff,/ˈɹəf/
97223,ruffalo,/ɹuˈfɑɫoʊ/
97224,ruffcorn,/ˈɹəfkɝn/
97225,ruffer,/ˈɹəfɝ/
97226,ruffin,/ˈɹəfɪn/
97227,ruffing,/ˈɹəfɪŋ/
97228,ruffini,/ɹuˈfini/
97229,ruffino,/ɹuˈfinoʊ/
97230,ruffle,/ˈɹəfəɫ/
97231,ruffled,/ˈɹəfəɫd/
97232,ruffles,/ˈɹəfəɫz/
97233,ruffling,"/ˈɹəfəɫɪŋ/, /ˈɹəfɫɪŋ/"
97234,ruffner,/ˈɹəfnɝ/
97235,ruffo,/ˈɹəfoʊ/
97236,ruffolo,/ɹuˈfoʊɫoʊ/
97237,rufford,/ˈɹəfɝd/
97238,rufina,/ɹuˈfinə/
97239,rufo,/ˈɹufoʊ/
97240,ruford,/ˈɹufɝd/
97241,rufow,/ˈɹufoʊ/
97242,rufty,/ˈɹəfti/
97243,rufus,/ˈɹufəs/
97244,rug,/ˈɹəɡ/
97245,rugby,/ˈɹəɡbi/
97246,ruge,/ˈɹudʒ/
97247,rugen,/ˈɹəɡən/
97248,ruger,/ˈɹuɡɝ/
97249,rugeroni,/ˌɹudʒɛˈɹoʊni/
97250,rugg,/ˈɹəɡ/
97251,rugged,/ˈɹəɡəd/
97252,ruggedly,/ˈɹəɡədɫi/
97253,ruggeri,/ɹuˈdʒɛɹi/
97254,ruggerio,/ɹuˈdʒɛɹioʊ/
97255,ruggieri,/ɹuˈdʒɪɹi/
97256,ruggiero,/ɹuˈdʒɪɹoʊ/
97257,ruggirello,/ɹudʒɪˈɹɛɫoʊ/
97258,ruggles,/ˈɹəɡəɫz/
97259,rugh,/ˈɹə/
97260,rugs,/ˈɹəɡz/
97261,ruh,/ˈɹə/
97262,ruhe,/ˈɹuh/
97263,ruhl,/ˈɹəɫ/
97264,ruhland,/ˈɹəɫənd/
97265,ruhle,/ˈɹuəɫ/
97266,ruhlman,/ˈɹuɫmən/
97267,ruhnau,/ˈɹunaʊ/
97268,ruhnke,/ˈɹəŋk/
97269,ruhollah,/ɹuˈhɑɫə/
97270,ruhr,/ˈɹʊɹ/
97271,ruhrgas,/ˈɹʊɹɡəs/
97272,ruhul,/ˌɹuˈhuɫ/
97273,ruin,"/ˈɹuən/, /ˈɹuɪn/"
97274,ruined,"/ˈɹuənd/, /ˈɹuɪnd/"
97275,ruining,/ˈɹuɪnɪŋ/
97276,ruinous,/ˈɹuənəs/
97277,ruins,"/ˈɹuənz/, /ˈɹuɪnz/"
97278,ruis,/ˈɹuɪz/
97279,ruiter,/ˈɹutɝ/
97280,ruiz,/ɹuˈiz/
97281,rujith,/ˌɹuˈdʒiθ/
97282,rukavina,/ɹəkəˈvaɪnə/
97283,rukeyser,/ˌɹuˈkeɪzɝ/
97284,rula,/ˈɹuɫə/
97285,ruland,/ˈɹuɫənd/
97286,rule,/ˈɹuɫ/
97287,rule's,/ˈɹuɫz/
97288,rulebook,/ˈɹuɫˌbʊk/
97289,ruled,/ˈɹuɫd/
97290,rulemaking,/ˈɹuɫˌmeɪkɪŋ/
97291,ruler,/ˈɹuɫɝ/
97292,rulers,/ˈɹuɫɝz/
97293,rules,/ˈɹuɫz/
97294,ruley,/ˈɹuɫi/
97295,ruling,/ˈɹuɫɪŋ/
97296,ruling's,/ˈɹuɫɪŋz/
97297,rulings,/ˈɹuɫɪŋz/
97298,rulison,/ˈɹəɫɪsən/
97299,rulli,/ˈɹuɫi/
97300,rullman,/ˈɹəɫmən/
97301,rullo,/ˈɹuɫoʊ/
97302,rulon,/ˈɹuɫən/
97303,rum,/ˈɹəm/
97304,rumack,/ˈɹumæk/
97305,rumage,/ˈɹəmɪdʒ/
97306,ruman,/ˈɹumən/
97307,rumania,/ɹuˈmeɪniə/
97308,rumanian,"/ɹuˈmeɪniən/, /ɹuˈmeɪnjən/"
97309,rumbaugh,/ˈɹəmˌbɔ/
97310,rumberger,/ˈɹəmbɝɡɝ/
97311,rumble,/ˈɹəmbəɫ/
97312,rumbled,/ˈɹəmbəɫd/
97313,rumbles,/ˈɹəmbəɫz/
97314,rumbley,/ˈɹəmbɫi/
97315,rumbling,"/ˈɹəmbəɫɪŋ/, /ˈɹəmbɫɪŋ/"
97316,rumbling's,"/ˈɹəmbəɫɪŋz/, /ˈɹəmbɫɪŋz/"
97317,rumblings,"/ˈɹəmbəɫɪŋz/, /ˈɹəmbɫɪŋz/"
97318,rumbold,/ˈɹəmˌboʊɫd/
97319,rumen,/ˈɹumən/
97320,rumer,/ˈɹumɝ/
97321,rumery,/ˈɹəmɝi/
97322,rumfelt,/ˈɹəmˌfɛɫt/
97323,rumford,/ˈɹəmfɝd/
97324,rumina,/ˈɹumɪnə/
97325,ruminant,/ˈɹumənənt/
97326,ruminate,/ˈɹumɪˌneɪt/
97327,ruminated,/ˈɹumɪˌneɪtɪd/
97328,rumination,/ˌɹumɪˈneɪʃən/
97329,ruminations,/ˌɹumɪˈneɪʃənz/
97330,ruminski,/ɹəˈmɪnski/
97331,rumler,/ˈɹəmɫɝ/
97332,rumley,/ˈɹəmɫi/
97333,rummage,/ˈɹəmɪdʒ/
97334,rummaged,/ˈɹəmɪdʒd/
97335,rummages,/ˈɹəmɪdʒəz/
97336,rummaging,/ˈɹəmɪdʒɪŋ/
97337,rummel,/ˈɹəməɫ/
97338,rummell,/ˈɹəməɫ/
97339,rummy,/ˈɹəmi/
97340,rumney,/ˈɹəmni/
97341,rumor,/ˈɹumɝ/
97342,rumore,/ɹuˈmɔɹ/
97343,rumored,/ˈɹumɝd/
97344,rumors,/ˈɹumɝz/
97345,rumour,/ˈɹumɝ/
97346,rumours,/ˈɹumɝz/
97347,rump,/ˈɹəmp/
97348,rumpel,/ˈɹəmpəɫ/
97349,rumpf,/ˈɹəmpf/
97350,rumph,/ˈɹəmf/
97351,rumple,/ˈɹəmpəɫ/
97352,rumpled,/ˈɹəmpəɫd/
97353,rumrill,/ˈɹəmɹɪɫ/
97354,rums,/ˈɹəmz/
97355,rumsey,/ˈɹəmzi/
97356,rumsfeld,/ˈɹəmzˌfɛɫd/
97357,rumson,/ˈɹəmsən/
97358,run,/ˈɹən/
97359,run-down,/ˈɹənˈdaʊn/
97360,run-on,/ˈɹəˈnɑn/
97361,run-ons,/ˈɹəˈnɑnz/
97362,run's,/ˈɹənz/
97363,runabout,/ˈɹənəˌbaʊt/
97364,runaround,"/ˈɹənəˌɹaʊn/, /ˈɹənəˌɹaʊnd/"
97365,runaway,/ˈɹənəˌweɪ/
97366,runaways,/ˈɹənəˌweɪz/
97367,runcie,/ˈɹənsi/
97368,runck,/ˈɹəŋk/
97369,runckel,/ˈɹəŋkəɫ/
97370,runco,/ˈɹəŋkoʊ/
97371,rund,/ˈɹənd/
97372,rundall,/ˈɹəndəɫ/
97373,runde,/ˈɹənd/
97374,rundell,/ˈɹəndəɫ/
97375,rundle,/ˈɹəndəɫ/
97376,rundown,/ˈɹənˌdaʊn/
97377,rundquist,/ˈɹəndˌkwɪst/
97378,rune,/ˈɹun/
97379,runes,/ˈɹunz/
97380,rung,/ˈɹəŋ/
97381,runge,/ˈɹəndʒ/
97382,rungs,/ˈɹəŋz/
